user_id,age,gender,country,occupation,experience_years,education_level,preferred_language,preferred_learning_style,learning_goals,performance_trend,average_feedback_score
U1513,23,Prefer not to say,India,Territory Sales Manager,12,Bachelor's Degree,Spanish,Video,Master programming,64->69->66,3.01
U1514,37,Female,United States,Sales Engineer,13,PhD,Spanish,Interactive,Master programming,64->61->64,4.96
U1515,47,Male,Brazil,Inside Sales Specialist,0,Bachelor's Degree,German,Video,Advance marketing knowledge,83->78->78,4.93
U1516,48,Female,Canada,Pre-Sales Consultant,12,Master's Degree,German,Hands-on,Prepare for certification,72->72->72,3.79
U1517,28,Prefer not to say,United States,Sales Representative,0,Master's Degree,English,Reading,Master programming,81->76->76,4.46
U1518,30,Non-binary,South Korea,Account Manager,15,Bachelor's Degree,Spanish,Video,Learn project management,62->62->67,3.69
U1519,57,Prefer not to say,Canada,Customer Success Manager,12,PhD,Korean,Hands-on,Advance marketing knowledge,70->71->66,4.34
U1520,22,Prefer not to say,Canada,Customer Success Manager,11,High School,Spanish,Video,Enhance data visualization,87->89->89,4.61
U1521,24,Female,Brazil,Sales Manager,8,PhD,Spanish,Interactive,Improve leadership skills,61->63->61,4.89
U1522,37,Non-binary,Australia,Territory Sales Manager,0,High School,German,Hands-on,Understand cybersecurity,60->56->54,3.8
U1523,37,Prefer not to say,United States,Pre-Sales Consultant,12,High School,Spanish,Interactive,Understand cybersecurity,71->69->66,4.57
U1524,29,Female,Germany,Sales Engineer,14,High School,French,Video,Upskill in data science,56->55->58,3.53
U1525,26,Female,Japan,Sales Representative,2,PhD,German,Reading,Upskill in data science,85->89->94,4.98
U1526,36,Female,Brazil,Customer Success Manager,9,PhD,French,Video,Learn project management,75->78->74,3.05
U1527,51,Female,South Korea,Sales Manager,0,Bachelor's Degree,German,Video,Master programming,82->77->80,4.21
U1528,27,Non-binary,South Korea,Account Manager,9,High School,Spanish,Video,Learn Agile methodologies,57->52->52,4.32
U1529,44,Female,Australia,Sales Manager,13,PhD,German,Video,Learn project management,56->54->50,4.38
U1530,26,Prefer not to say,India,Business Development Representative,13,High School,Korean,Video,Learn project management,68->69->71,3.24
U1531,47,Non-binary,Canada,Inside Sales Specialist,4,Bachelor's Degree,German,Interactive,Understand cybersecurity,60->55->57,4.88
U1532,37,Non-binary,Japan,Account Manager,10,PhD,English,Interactive,Understand cybersecurity,50->54->51,3.36
U1533,20,Female,United Kingdom,Customer Success Manager,8,Master's Degree,Spanish,Hands-on,Master programming,81->77->78,4.25
U1534,45,Non-binary,Brazil,Business Development Representative,3,Associate Degree,English,Reading,Explore machine learning,89->89->84,3.45
U1535,39,Female,France,Territory Sales Manager,12,Bachelor's Degree,French,Video,Understand cybersecurity,67->67->62,3.61
U1536,53,Prefer not to say,Canada,Customer Success Manager,10,Associate Degree,Korean,Interactive,Advance marketing knowledge,51->53->50,4.09
U1537,37,Prefer not to say,India,Sales Manager,5,Master's Degree,English,Interactive,Explore machine learning,73->73->75,3.83
U1538,36,Non-binary,France,Sales Manager,0,Bachelor's Degree,German,Interactive,Explore machine learning,65->64->59,3.32
U1539,53,Female,Australia,Business Development Representative,8,Associate Degree,French,Hands-on,Learn Agile methodologies,83->83->87,3.34
U1540,54,Male,Japan,Territory Sales Manager,13,PhD,Chinese,Reading,Understand cybersecurity,89->87->84,3.84
U1541,43,Prefer not to say,Canada,Sales Engineer,5,Associate Degree,Korean,Hands-on,Learn Agile methodologies,65->61->58,4.51
U1542,50,Non-binary,United Kingdom,Customer Success Manager,3,PhD,Korean,Reading,Master programming,90->92->95,4.8
U1543,22,Female,Canada,Inside Sales Specialist,0,High School,Chinese,Hands-on,Improve leadership skills,51->52->49,3.17
U1544,56,Non-binary,Australia,Sales Manager,4,Master's Degree,French,Reading,Prepare for certification,79->77->77,3.79
U1545,33,Non-binary,United States,Sales Representative,9,Associate Degree,German,Video,Upskill in data science,63->60->58,3.2
U1546,27,Prefer not to say,India,Account Executive,1,Master's Degree,Chinese,Hands-on,Prepare for certification,80->82->87,3.03
U1547,60,Female,South Korea,Inside Sales Specialist,2,High School,Spanish,Video,Learn Agile methodologies,64->67->66,4.32
U1548,35,Prefer not to say,France,Business Development Representative,0,High School,French,Hands-on,Enhance data visualization,80->84->84,4.2
U1549,34,Female,Germany,Customer Success Manager,10,Associate Degree,German,Interactive,Explore machine learning,58->55->54,3.33
U1550,28,Non-binary,Brazil,Pre-Sales Consultant,5,Master's Degree,Chinese,Reading,Master programming,78->83->83,3.47
U1551,23,Female,United States,Customer Success Manager,11,Associate Degree,English,Video,Prepare for certification,83->82->83,3.05
U1552,22,Female,India,Customer Success Manager,7,PhD,Chinese,Hands-on,Learn Agile methodologies,82->81->78,4.67
U1553,21,Non-binary,Brazil,Account Executive,7,Bachelor's Degree,French,Reading,Enhance data visualization,80->75->76,4.95
U1554,56,Female,Japan,Sales Engineer,10,Associate Degree,Korean,Video,Learn project management,70->69->70,3.27
U1555,25,Prefer not to say,Brazil,Account Manager,13,Master's Degree,French,Hands-on,Learn Agile methodologies,54->57->61,3.46
U1556,53,Prefer not to say,United Kingdom,Sales Representative,2,Associate Degree,German,Reading,Explore machine learning,68->73->73,4.74
U1557,57,Female,United States,Sales Manager,10,Master's Degree,Korean,Interactive,Master programming,90->85->81,4.85
U1558,59,Non-binary,Brazil,Account Manager,15,PhD,Chinese,Interactive,Understand cybersecurity,62->65->69,3.84
U1559,44,Non-binary,Germany,Sales Engineer,15,Master's Degree,German,Video,Enhance data visualization,85->90->95,3.1
U1560,29,Female,South Korea,Sales Engineer,3,High School,English,Video,Prepare for certification,61->64->65,3.08
U1561,46,Male,India,Sales Representative,2,Bachelor's Degree,Chinese,Reading,Explore machine learning,71->67->66,4.15
U1562,57,Male,Japan,Sales Representative,14,High School,French,Video,Learn Agile methodologies,50->45->44,3.79
U1563,60,Non-binary,France,Customer Success Manager,5,Bachelor's Degree,Korean,Interactive,Enhance data visualization,68->72->73,3.06
U1564,47,Non-binary,Canada,Customer Success Manager,6,High School,Spanish,Video,Enhance data visualization,57->61->63,4.17
U1565,29,Non-binary,United States,Business Development Representative,6,Bachelor's Degree,Korean,Interactive,Master programming,64->65->67,3.02
U1566,43,Prefer not to say,Brazil,Sales Representative,6,Bachelor's Degree,French,Interactive,Understand cybersecurity,71->74->76,4.57
U1567,40,Male,United Kingdom,Territory Sales Manager,0,Bachelor's Degree,French,Hands-on,Explore machine learning,55->54->49,3.61
U1568,50,Prefer not to say,United States,Pre-Sales Consultant,5,PhD,English,Hands-on,Improve leadership skills,86->90->85,3.08
U1569,50,Non-binary,India,Sales Engineer,13,PhD,Chinese,Reading,Enhance data visualization,59->55->57,4.18
U1570,27,Female,Germany,Inside Sales Specialist,11,Master's Degree,Chinese,Interactive,Upskill in data science,63->60->60,3.8
U1571,32,Prefer not to say,Japan,Account Executive,4,Bachelor's Degree,Spanish,Hands-on,Understand cybersecurity,81->79->79,4.95
U1572,20,Prefer not to say,France,Account Manager,1,Master's Degree,Korean,Interactive,Explore machine learning,69->71->72,4.09
U1573,37,Prefer not to say,United States,Account Manager,12,High School,Spanish,Interactive,Understand cybersecurity,65->61->65,3.55
U1574,45,Female,Brazil,Pre-Sales Consultant,9,Bachelor's Degree,Korean,Video,Explore machine learning,70->66->71,4.42
U1575,58,Non-binary,India,Account Executive,6,High School,English,Hands-on,Advance marketing knowledge,74->71->67,3.54
U1576,23,Non-binary,United States,Sales Representative,1,Master's Degree,German,Hands-on,Upskill in data science,69->72->68,4.81
U1577,25,Female,Australia,Business Development Representative,6,Master's Degree,French,Interactive,Explore machine learning,76->76->73,3.75
U1578,50,Female,Japan,Account Executive,12,Master's Degree,Chinese,Hands-on,Upskill in data science,71->71->70,4.1
U1579,53,Male,Brazil,Sales Engineer,12,PhD,German,Video,Master programming,68->71->68,3.1
U1580,50,Male,South Korea,Inside Sales Specialist,7,Associate Degree,French,Video,Advance marketing knowledge,58->59->62,3.85
U1581,56,Female,Brazil,Account Manager,13,High School,Korean,Video,Advance marketing knowledge,77->80->83,4.66
U1582,38,Male,Australia,Sales Representative,2,Associate Degree,French,Video,Learn Agile methodologies,67->64->69,4.61
U1583,43,Male,Japan,Account Manager,13,High School,Chinese,Hands-on,Master programming,71->74->78,3.45
U1584,30,Female,United Kingdom,Sales Representative,11,Associate Degree,French,Reading,Learn Agile methodologies,81->86->81,3.45
U1585,47,Female,South Korea,Sales Representative,4,Associate Degree,German,Interactive,Explore machine learning,64->62->62,4.63
U1586,29,Prefer not to say,France,Account Executive,3,Bachelor's Degree,French,Interactive,Master programming,88->93->94,4.86
U1587,39,Prefer not to say,Canada,Sales Representative,9,Master's Degree,Spanish,Hands-on,Prepare for certification,73->73->68,3.19
U1588,49,Female,France,Customer Success Manager,0,High School,German,Reading,Upskill in data science,83->86->81,3.9
U1589,54,Prefer not to say,Australia,Business Development Representative,9,Bachelor's Degree,English,Reading,Learn Agile methodologies,57->62->57,3.67
U1590,40,Male,United States,Sales Manager,13,Master's Degree,German,Hands-on,Prepare for certification,66->68->69,4.74
U1591,25,Female,Brazil,Account Manager,13,Master's Degree,Korean,Hands-on,Prepare for certification,74->74->72,3.17
U1592,34,Female,Germany,Inside Sales Specialist,14,Bachelor's Degree,French,Hands-on,Advance marketing knowledge,62->64->68,3.42
U1593,29,Female,India,Sales Manager,3,PhD,English,Reading,Upskill in data science,61->59->61,4.5
U1594,38,Female,France,Account Manager,15,Associate Degree,Spanish,Reading,Upskill in data science,70->67->63,3.1
U1595,58,Non-binary,South Korea,Pre-Sales Consultant,0,Bachelor's Degree,Chinese,Interactive,Understand cybersecurity,51->55->57,3.99
U1596,56,Prefer not to say,Canada,Sales Engineer,8,Bachelor's Degree,German,Hands-on,Enhance data visualization,65->66->67,3.88
U1597,21,Non-binary,Japan,Sales Manager,2,Master's Degree,Spanish,Hands-on,Advance marketing knowledge,74->75->75,3.67
U1598,33,Prefer not to say,France,Customer Success Manager,14,Bachelor's Degree,German,Reading,Master programming,78->74->72,3.79
U1599,27,Non-binary,Germany,Sales Engineer,12,High School,Chinese,Interactive,Explore machine learning,70->67->67,4.06
U1600,50,Non-binary,Brazil,Sales Manager,8,Associate Degree,Chinese,Interactive,Improve leadership skills,59->57->60,3.32
U1601,37,Prefer not to say,Brazil,Sales Representative,2,PhD,English,Hands-on,Master programming,73->75->79,4.14
U1602,54,Female,Canada,Sales Representative,1,High School,English,Reading,Explore machine learning,50->50->49,4.61
U1603,42,Male,Brazil,Customer Success Manager,10,PhD,Spanish,Reading,Upskill in data science,70->74->70,4.52
U1604,56,Female,Germany,Business Development Representative,9,Master's Degree,Korean,Hands-on,Improve leadership skills,58->56->60,3.31
U1605,34,Female,South Korea,Inside Sales Specialist,13,Bachelor's Degree,Korean,Interactive,Master programming,62->62->66,3.3
U1606,50,Non-binary,Japan,Account Executive,0,PhD,Chinese,Interactive,Learn Agile methodologies,61->57->61,3.54
U1607,45,Male,France,Account Manager,15,Bachelor's Degree,French,Hands-on,Learn Agile methodologies,85->82->84,3.72
U1608,32,Prefer not to say,India,Sales Manager,15,Master's Degree,Korean,Interactive,Understand cybersecurity,74->75->70,3.82
U1609,56,Prefer not to say,Japan,Business Development Representative,10,Bachelor's Degree,English,Video,Prepare for certification,67->67->72,4.36
U1610,22,Prefer not to say,Canada,Sales Manager,5,PhD,French,Video,Improve leadership skills,51->53->57,3.11
U1611,34,Female,Canada,Territory Sales Manager,4,Master's Degree,German,Interactive,Master programming,68->69->67,3.07
U1612,21,Non-binary,Japan,Sales Manager,2,Bachelor's Degree,Chinese,Hands-on,Improve leadership skills,54->56->58,3.78
U1613,40,Female,Japan,Customer Success Manager,14,Associate Degree,Spanish,Reading,Learn Agile methodologies,55->59->62,4.39
U1614,49,Male,France,Sales Representative,9,High School,Chinese,Reading,Master programming,62->65->60,3.39
U1615,43,Female,India,Inside Sales Specialist,15,Associate Degree,Chinese,Interactive,Explore machine learning,73->68->70,4.28
U1616,21,Non-binary,United States,Account Executive,1,Master's Degree,German,Hands-on,Enhance data visualization,61->57->54,3.52
U1617,54,Male,Australia,Sales Engineer,7,PhD,Chinese,Video,Learn project management,80->83->83,4.77
U1618,34,Prefer not to say,Japan,Inside Sales Specialist,4,High School,Spanish,Interactive,Prepare for certification,55->53->55,4.79
U1619,26,Prefer not to say,United Kingdom,Account Manager,13,Associate Degree,German,Video,Learn Agile methodologies,73->76->74,3.59
U1620,22,Prefer not to say,France,Sales Manager,6,Master's Degree,German,Video,Understand cybersecurity,78->75->73,3.46
U1621,54,Prefer not to say,India,Business Development Representative,13,High School,Chinese,Hands-on,Enhance data visualization,73->73->77,3.82
U1622,42,Prefer not to say,United Kingdom,Sales Representative,10,Bachelor's Degree,English,Video,Master programming,90->95->97,3.48
U1623,50,Female,Australia,Account Manager,1,Associate Degree,Spanish,Video,Upskill in data science,90->93->93,4.34
U1624,40,Prefer not to say,Canada,Business Development Representative,15,PhD,Spanish,Reading,Enhance data visualization,90->87->82,4.65
U1625,53,Male,Canada,Pre-Sales Consultant,0,Bachelor's Degree,English,Reading,Upskill in data science,79->78->82,4.35
U1626,35,Male,India,Sales Engineer,3,Master's Degree,French,Video,Improve leadership skills,71->76->76,4.65
U1627,60,Prefer not to say,India,Sales Representative,9,High School,French,Reading,Enhance data visualization,72->67->62,3.79
U1628,22,Non-binary,Australia,Customer Success Manager,1,PhD,German,Interactive,Learn project management,90->92->87,3.31
U1629,45,Male,India,Account Manager,9,PhD,Korean,Reading,Understand cybersecurity,72->77->80,4.48
U1630,22,Female,India,Account Manager,6,Master's Degree,Spanish,Hands-on,Learn project management,60->59->59,3.72
U1631,40,Male,Brazil,Sales Manager,7,Associate Degree,Spanish,Video,Prepare for certification,61->60->59,4.34
U1632,60,Prefer not to say,India,Pre-Sales Consultant,1,High School,French,Video,Prepare for certification,72->70->74,3.54
U1633,55,Male,Germany,Territory Sales Manager,13,Master's Degree,French,Interactive,Master programming,56->55->50,3.16
U1634,56,Prefer not to say,United States,Territory Sales Manager,1,PhD,German,Hands-on,Advance marketing knowledge,54->56->51,4.99
U1635,57,Male,India,Customer Success Manager,3,Associate Degree,English,Interactive,Learn Agile methodologies,68->69->73,3.31
U1636,26,Female,France,Business Development Representative,1,High School,Chinese,Reading,Master programming,66->67->68,4.98
U1637,29,Non-binary,Brazil,Customer Success Manager,4,Bachelor's Degree,Korean,Hands-on,Improve leadership skills,58->60->61,4.95
U1638,57,Prefer not to say,India,Territory Sales Manager,5,PhD,Spanish,Hands-on,Explore machine learning,69->71->70,4.59
U1639,43,Male,France,Inside Sales Specialist,14,High School,Chinese,Interactive,Advance marketing knowledge,55->55->57,4.32
U1640,26,Prefer not to say,South Korea,Sales Representative,5,Master's Degree,English,Reading,Prepare for certification,78->74->75,4.16
U1641,41,Male,Germany,Sales Manager,3,Bachelor's Degree,Korean,Hands-on,Prepare for certification,68->68->73,4.73
U1642,52,Female,Japan,Customer Success Manager,13,PhD,Spanish,Reading,Prepare for certification,55->60->65,3.58
U1643,56,Male,United Kingdom,Account Manager,14,PhD,English,Reading,Explore machine learning,82->84->85,3.94
U1644,28,Male,Japan,Account Executive,6,Master's Degree,Korean,Hands-on,Master programming,60->59->56,4.24
U1645,50,Prefer not to say,South Korea,Sales Representative,15,Bachelor's Degree,French,Video,Prepare for certification,77->76->75,3.82
U1646,20,Female,India,Customer Success Manager,6,Bachelor's Degree,Korean,Reading,Learn project management,70->70->70,3.85
U1647,44,Male,France,Sales Engineer,13,Associate Degree,English,Interactive,Learn Agile methodologies,66->62->62,3.66
U1648,42,Male,South Korea,Customer Success Manager,11,Bachelor's Degree,Korean,Reading,Learn project management,80->80->75,4.13
U1649,43,Prefer not to say,France,Account Manager,1,PhD,Spanish,Interactive,Upskill in data science,78->75->77,4.7
U1650,24,Female,India,Sales Engineer,9,High School,French,Interactive,Explore machine learning,63->65->68,3.4
U1651,26,Female,Canada,Account Executive,5,Master's Degree,Korean,Interactive,Learn project management,76->73->75,4.87
U1652,48,Prefer not to say,Brazil,Account Executive,10,PhD,German,Video,Explore machine learning,90->89->90,4.38
U1653,54,Prefer not to say,Brazil,Sales Manager,4,PhD,Spanish,Reading,Explore machine learning,89->87->83,4.65
U1654,32,Prefer not to say,Brazil,Customer Success Manager,15,Associate Degree,French,Hands-on,Understand cybersecurity,82->81->85,4.11
U1655,20,Non-binary,United Kingdom,Customer Success Manager,13,Master's Degree,French,Interactive,Learn project management,52->50->46,4.56
U1656,45,Male,United Kingdom,Territory Sales Manager,15,Master's Degree,German,Video,Master programming,65->64->59,3.03
U1657,33,Female,United Kingdom,Business Development Representative,10,High School,German,Video,Improve leadership skills,75->76->75,4.64
U1658,54,Male,Canada,Inside Sales Specialist,4,PhD,English,Video,Explore machine learning,64->67->70,3.08
U1659,59,Non-binary,United Kingdom,Sales Representative,11,Bachelor's Degree,French,Interactive,Explore machine learning,80->83->79,4.78
U1660,43,Prefer not to say,United Kingdom,Sales Engineer,2,Bachelor's Degree,German,Video,Upskill in data science,74->75->70,4.98
U1661,52,Prefer not to say,Canada,Customer Success Manager,12,Bachelor's Degree,English,Reading,Understand cybersecurity,52->49->50,3.59
U1662,31,Female,Germany,Sales Representative,4,Associate Degree,Spanish,Video,Learn Agile methodologies,59->60->65,3.42
U1663,26,Female,Australia,Pre-Sales Consultant,4,High School,English,Reading,Upskill in data science,54->54->56,4.53
U1664,59,Prefer not to say,South Korea,Customer Success Manager,2,High School,German,Hands-on,Master programming,61->62->65,3.51
U1665,45,Prefer not to say,Australia,Pre-Sales Consultant,6,Master's Degree,German,Video,Understand cybersecurity,85->90->87,4.73
U1666,27,Non-binary,South Korea,Business Development Representative,15,Associate Degree,English,Hands-on,Improve leadership skills,67->65->69,3.21
U1667,21,Female,Japan,Account Manager,4,High School,English,Reading,Understand cybersecurity,61->62->57,3.25
U1668,50,Male,Canada,Account Executive,15,Bachelor's Degree,German,Reading,Enhance data visualization,89->92->95,4.96
U1669,53,Female,United States,Account Manager,14,Associate Degree,German,Video,Master programming,61->58->62,4.35
U1670,33,Female,Canada,Sales Engineer,5,Bachelor's Degree,Spanish,Video,Improve leadership skills,68->72->77,4.69
U1671,35,Non-binary,Brazil,Account Executive,9,Associate Degree,French,Video,Learn Agile methodologies,84->85->84,3.65
U1672,43,Non-binary,Brazil,Sales Manager,1,Master's Degree,French,Interactive,Prepare for certification,77->75->76,4.35
U1673,46,Female,Brazil,Pre-Sales Consultant,11,Bachelor's Degree,French,Video,Prepare for certification,71->74->72,4.19
U1674,54,Prefer not to say,Australia,Sales Representative,15,Master's Degree,English,Video,Advance marketing knowledge,57->59->56,4.21
U1675,26,Male,United Kingdom,Territory Sales Manager,0,Bachelor's Degree,Korean,Interactive,Advance marketing knowledge,57->57->62,4.37
U1676,46,Prefer not to say,Germany,Account Manager,1,High School,Spanish,Hands-on,Upskill in data science,55->59->64,4.15
U1677,32,Female,Australia,Account Manager,13,Associate Degree,Korean,Hands-on,Upskill in data science,86->84->80,3.86
U1678,44,Non-binary,Canada,Customer Success Manager,12,Associate Degree,Korean,Video,Understand cybersecurity,56->55->50,3.55
U1679,55,Female,United Kingdom,Business Development Representative,2,Master's Degree,English,Hands-on,Improve leadership skills,88->92->91,4.54
U1680,40,Prefer not to say,Germany,Inside Sales Specialist,3,PhD,French,Reading,Upskill in data science,85->81->85,3.45
U1681,20,Male,Australia,Account Manager,14,Associate Degree,French,Reading,Learn project management,76->74->74,4.38
U1682,58,Non-binary,United States,Sales Engineer,13,Associate Degree,Spanish,Interactive,Prepare for certification,57->55->60,3.47
U1683,21,Female,Canada,Sales Engineer,12,Master's Degree,English,Video,Understand cybersecurity,76->76->77,4.25
U1684,21,Female,Germany,Business Development Representative,6,Bachelor's Degree,Chinese,Hands-on,Enhance data visualization,68->64->69,4.49
U1685,39,Male,Australia,Sales Manager,15,Bachelor's Degree,Korean,Interactive,Learn project management,81->86->90,3.44
U1686,59,Prefer not to say,Australia,Customer Success Manager,3,Bachelor's Degree,German,Hands-on,Learn Agile methodologies,89->92->96,3.12
U1687,27,Prefer not to say,France,Sales Manager,3,Master's Degree,English,Reading,Improve leadership skills,55->51->50,3.26
U1688,30,Non-binary,United States,Inside Sales Specialist,9,Bachelor's Degree,Spanish,Hands-on,Enhance data visualization,63->59->64,4.21
U1689,33,Prefer not to say,United States,Sales Manager,15,Bachelor's Degree,English,Video,Understand cybersecurity,75->79->79,4.7
U1690,39,Non-binary,South Korea,Customer Success Manager,15,High School,Korean,Reading,Upskill in data science,57->62->58,3.09
U1691,51,Prefer not to say,United States,Pre-Sales Consultant,12,High School,Korean,Video,Improve leadership skills,56->61->58,4.47
U1692,48,Female,France,Pre-Sales Consultant,2,PhD,French,Video,Enhance data visualization,60->55->53,3.68
U1693,40,Prefer not to say,Japan,Territory Sales Manager,13,Bachelor's Degree,English,Video,Improve leadership skills,86->82->87,3.96
U1694,40,Non-binary,Canada,Account Executive,1,Master's Degree,German,Interactive,Prepare for certification,54->50->51,4.86
U1695,37,Female,Germany,Customer Success Manager,5,Bachelor's Degree,French,Video,Improve leadership skills,66->68->68,3.66
U1696,38,Prefer not to say,India,Sales Representative,4,Associate Degree,Korean,Video,Understand cybersecurity,68->65->61,3.93
U1697,25,Prefer not to say,France,Territory Sales Manager,1,Associate Degree,German,Reading,Improve leadership skills,90->90->94,3.03
U1698,29,Female,Germany,Account Manager,13,Master's Degree,Spanish,Interactive,Improve leadership skills,81->80->81,3.16
U1699,36,Non-binary,United Kingdom,Sales Engineer,3,Master's Degree,Spanish,Reading,Upskill in data science,77->72->72,3.52
U1700,38,Male,United States,Pre-Sales Consultant,15,High School,Korean,Reading,Understand cybersecurity,65->70->66,3.06
U1701,20,Prefer not to say,France,Sales Engineer,1,Master's Degree,German,Hands-on,Explore machine learning,70->72->73,4.26
U1702,23,Male,France,Account Executive,7,High School,Spanish,Video,Master programming,90->89->94,3.85
U1703,38,Prefer not to say,Germany,Territory Sales Manager,7,Associate Degree,Spanish,Interactive,Master programming,88->90->88,4.1
U1704,47,Prefer not to say,South Korea,Sales Engineer,13,PhD,Spanish,Interactive,Master programming,65->61->66,3.35
U1705,50,Non-binary,South Korea,Inside Sales Specialist,6,Master's Degree,English,Video,Improve leadership skills,83->83->87,3.59
U1706,45,Prefer not to say,Germany,Customer Success Manager,11,Associate Degree,German,Video,Master programming,72->67->71,4.33
U1707,42,Prefer not to say,Japan,Territory Sales Manager,2,PhD,Spanish,Hands-on,Learn project management,74->75->78,4.93
U1708,23,Prefer not to say,United Kingdom,Sales Representative,5,Bachelor's Degree,English,Hands-on,Improve leadership skills,55->59->59,3.1
U1709,37,Male,India,Pre-Sales Consultant,15,PhD,French,Video,Learn Agile methodologies,84->89->84,4.78
U1710,45,Female,United States,Business Development Representative,4,High School,Chinese,Reading,Explore machine learning,58->61->58,4.15
U1711,30,Female,United Kingdom,Territory Sales Manager,10,Master's Degree,Chinese,Hands-on,Learn project management,72->67->65,4.13
U1712,53,Non-binary,India,Sales Engineer,5,Master's Degree,French,Video,Prepare for certification,55->53->52,4
U1713,31,Prefer not to say,Brazil,Pre-Sales Consultant,6,Bachelor's Degree,French,Hands-on,Advance marketing knowledge,81->80->77,3.14
U1714,26,Non-binary,Canada,Account Manager,8,Associate Degree,English,Hands-on,Explore machine learning,65->67->66,3.18
U1715,27,Non-binary,France,Customer Success Manager,9,Associate Degree,Spanish,Video,Master programming,86->83->88,4.2
U1716,41,Female,South Korea,Inside Sales Specialist,11,Bachelor's Degree,French,Hands-on,Enhance data visualization,88->92->90,3.68
U1717,45,Non-binary,Canada,Inside Sales Specialist,14,PhD,Spanish,Hands-on,Learn project management,64->67->72,4.83
U1718,26,Prefer not to say,United States,Sales Representative,4,High School,Korean,Reading,Improve leadership skills,56->61->66,3.81
U1719,24,Female,United Kingdom,Account Executive,0,Master's Degree,Spanish,Interactive,Master programming,52->49->48,3.29
U1720,45,Non-binary,France,Business Development Representative,9,High School,Korean,Interactive,Learn project management,58->55->53,4.43
U1721,30,Male,France,Customer Success Manager,7,PhD,Spanish,Hands-on,Upskill in data science,86->85->83,3.59
U1722,57,Male,United Kingdom,Sales Manager,11,PhD,Chinese,Interactive,Enhance data visualization,89->86->82,4.05
U1723,34,Male,India,Pre-Sales Consultant,5,Associate Degree,Chinese,Video,Learn Agile methodologies,50->54->58,4.4
U1724,33,Prefer not to say,United States,Account Executive,7,High School,Chinese,Reading,Prepare for certification,88->91->94,4.8
U1725,35,Male,United Kingdom,Account Manager,8,Master's Degree,French,Interactive,Learn Agile methodologies,57->53->51,4.58
U1726,33,Prefer not to say,South Korea,Sales Manager,8,Master's Degree,Korean,Reading,Master programming,70->69->64,4.35
U1727,48,Prefer not to say,South Korea,Customer Success Manager,7,Bachelor's Degree,Spanish,Interactive,Advance marketing knowledge,66->69->65,4.36
U1728,27,Male,France,Account Executive,7,PhD,Spanish,Video,Learn project management,84->83->85,4.89
U1729,50,Female,Australia,Sales Engineer,11,Associate Degree,Chinese,Video,Master programming,77->76->72,3.59
U1730,40,Female,United Kingdom,Inside Sales Specialist,14,High School,Chinese,Hands-on,Understand cybersecurity,81->76->81,3
U1731,45,Female,United Kingdom,Account Executive,2,Master's Degree,French,Video,Improve leadership skills,87->87->87,3.54
U1732,34,Male,Japan,Customer Success Manager,6,High School,Korean,Reading,Upskill in data science,64->66->68,3.44
U1733,59,Male,Brazil,Territory Sales Manager,6,Master's Degree,German,Interactive,Upskill in data science,76->72->75,4.32
U1734,57,Female,South Korea,Sales Engineer,9,Bachelor's Degree,German,Interactive,Upskill in data science,80->77->73,4.27
U1735,45,Female,Germany,Business Development Representative,9,Associate Degree,Spanish,Hands-on,Learn Agile methodologies,67->69->67,4.19
U1736,29,Non-binary,Australia,Customer Success Manager,13,Bachelor's Degree,Korean,Video,Master programming,64->65->67,3.03
U1737,59,Male,Canada,Account Manager,14,Associate Degree,French,Video,Explore machine learning,72->74->77,4.46
U1738,58,Male,United Kingdom,Inside Sales Specialist,10,High School,German,Video,Explore machine learning,88->89->92,3.65
U1739,36,Non-binary,Australia,Account Executive,14,PhD,English,Hands-on,Prepare for certification,68->65->60,4.33
U1740,40,Non-binary,South Korea,Account Executive,11,High School,Spanish,Reading,Understand cybersecurity,80->79->74,4.11
U1741,56,Female,South Korea,Pre-Sales Consultant,12,Master's Degree,Spanish,Interactive,Upskill in data science,51->47->45,3.69
U1742,36,Male,Germany,Sales Engineer,11,PhD,English,Hands-on,Enhance data visualization,51->55->51,3.27
U1743,36,Non-binary,India,Pre-Sales Consultant,8,High School,English,Video,Upskill in data science,68->63->58,3.19
U1744,38,Prefer not to say,Germany,Account Executive,8,PhD,Chinese,Hands-on,Learn Agile methodologies,63->62->65,4.66
U1745,48,Non-binary,Canada,Sales Representative,0,Bachelor's Degree,German,Interactive,Prepare for certification,75->76->73,4.84
U1746,40,Prefer not to say,India,Customer Success Manager,6,PhD,English,Hands-on,Explore machine learning,71->67->63,4.3
U1747,52,Male,Canada,Business Development Representative,12,Bachelor's Degree,Korean,Reading,Upskill in data science,85->90->86,3.21
U1748,43,Non-binary,Japan,Sales Engineer,7,High School,Spanish,Video,Enhance data visualization,54->56->55,3.8
U1749,24,Prefer not to say,Germany,Territory Sales Manager,15,Master's Degree,Korean,Video,Upskill in data science,64->61->59,4.46
U1750,27,Prefer not to say,India,Territory Sales Manager,5,Bachelor's Degree,Spanish,Hands-on,Improve leadership skills,76->79->78,4.56
U1751,38,Non-binary,India,Customer Success Manager,9,Bachelor's Degree,French,Interactive,Prepare for certification,69->65->70,3.24
U1752,54,Female,Canada,Customer Success Manager,2,High School,Korean,Hands-on,Learn project management,67->72->77,3
U1753,37,Prefer not to say,Japan,Account Manager,5,PhD,Chinese,Reading,Explore machine learning,55->54->53,4.42
