course_id,course_title,difficulty,video_length_minutes,language,keywords,learning_objectives,topic,prerequisites,estimated_effort_hours_per_week,instructor_name,rating,release_date,number_of_modules,certification_available,format,interactivity_level,target_audience,accessibility_features
C0001,Introduction to Marketing,Advanced,100,Korean,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Customer Success,Familiarity with CRM tools,8,Instructor B,3.75,2019-05-03,5,TRUE,Blended,High,5-10 years,Transcripts
C0933,Introduction to Python,Advanced,141,Korean,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,Customer Success,Familiarity with CRM tools,6,Instructor P,4.97,2019-05-02,9,TRUE,Self-paced,Medium,5-10 years,Transcripts
C0934,Mastering Software Testing,Beginner,142,Spanish,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,B2B Sales,Basic understanding of sales principles,3,Instructor Q,3.09,2021-09-12,7,FALSE,Self-paced,Low,3-5 years,None
C0935,Mastering Financial Analysis,Beginner,109,Spanish,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,Customer Relationship Management,Experience in customer-facing roles,9,Instructor V,3.26,2024-03-29,6,FALSE,Self-paced,High,5-10 years,Transcripts
C0936,Essentials of Machine Learning,Beginner,174,French,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,Customer Success,Experience in customer-facing roles,3,Instructor K,4.64,2020-12-06,4,FALSE,Blended,High,1-3 years,Audio Descriptions
C0937,Mastering Software Testing,Intermediate,165,Chinese,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Sales Techniques,Experience in customer-facing roles,9,Instructor V,4.01,2020-05-07,16,FALSE,Blended,High,10+ years,Subtitles
C0938,Mastering Financial Analysis,Beginner,68,Korean,sales; negotiation; customer engagement,Master lead generation techniques and pipeline management.,Sales Techniques,Experience in customer-facing roles,6,Instructor H,4.47,2021-08-13,8,FALSE,Self-paced,Low,1-3 years,Audio Descriptions
C0939,Essentials of Statistics,Beginner,144,English,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Customer Success,Familiarity with CRM tools,5,Instructor O,4.18,2019-07-28,19,FALSE,Self-paced,Low,1-3 years,None
C0940,Advanced Data Science,Advanced,37,French,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Lead Generation,Familiarity with CRM tools,7,Instructor V,3.6,2024-10-02,19,FALSE,Self-paced,Low,10+ years,Subtitles
C0941,Essentials of Machine Learning,Advanced,180,Spanish,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,Retail Sales,Experience in customer-facing roles,6,Instructor R,4.38,2020-07-20,8,TRUE,Instructor-led,High,1-3 years,Transcripts
C0942,Mastering Statistics,Advanced,125,Chinese,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,Presentation Skills,None,2,Instructor N,4.27,2024-04-26,13,FALSE,Self-paced,Low,0-1 years,None
C0943,Introduction to Statistics,Intermediate,133,English,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Sales Techniques,Familiarity with CRM tools,6,Instructor Z,3.32,2020-11-08,16,TRUE,Blended,Medium,3-5 years,None
C0944,Fundamentals of Data Science,Beginner,180,Spanish,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Customer Relationship Management,Experience in customer-facing roles,7,Instructor N,3.02,2019-06-30,18,TRUE,Instructor-led,Medium,5-10 years,Transcripts
C0945,Mastering Artificial Intelligence,Intermediate,57,Chinese,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Negotiation,Basic understanding of sales principles,8,Instructor W,4.45,2022-03-05,15,FALSE,Self-paced,High,0-1 years,None
C0946,Fundamentals of Python,Intermediate,160,Spanish,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,Retail Sales,Familiarity with CRM tools,7,Instructor D,3.2,2023-04-30,7,TRUE,Blended,Low,3-5 years,Audio Descriptions
C0947,Essentials of Machine Learning,Beginner,30,German,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Sales Analytics,Basic understanding of sales principles,10,Instructor H,4.6,2019-06-18,16,TRUE,Instructor-led,Medium,10+ years,None
C0948,Essentials of Software Testing,Beginner,138,English,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Negotiation,Familiarity with CRM tools,3,Instructor S,4.11,2021-10-13,14,TRUE,Blended,Medium,10+ years,Transcripts
C0949,Mastering UX Design,Advanced,134,English,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,Familiarity with CRM tools,10,Instructor Q,4.23,2020-01-22,15,FALSE,Self-paced,Low,3-5 years,Audio Descriptions
C0950,Mastering Agile Development,Beginner,97,English,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,B2B Sales,Familiarity with CRM tools,6,Instructor I,3.71,2019-04-26,16,FALSE,Instructor-led,High,10+ years,Subtitles
C0951,Advanced Blockchain,Advanced,96,German,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Presentation Skills,Experience in customer-facing roles,4,Instructor D,4.11,2022-01-17,5,FALSE,Instructor-led,High,10+ years,Transcripts
C0952,Essentials of Artificial Intelligence,Beginner,130,French,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Sales Strategy,None,8,Instructor W,4.52,2023-12-09,12,FALSE,Instructor-led,High,3-5 years,Audio Descriptions
C0953,Essentials of Artificial Intelligence,Intermediate,110,French,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Retail Sales,Familiarity with CRM tools,9,Instructor L,4.49,2021-10-06,15,TRUE,Self-paced,Low,0-1 years,Subtitles
C0954,Introduction to Financial Analysis,Beginner,167,German,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Sales Analytics,Familiarity with CRM tools,4,Instructor D,4.92,2024-10-09,11,FALSE,Blended,Low,10+ years,None
C0955,Introduction to Python,Beginner,176,Spanish,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,B2B Sales,Familiarity with CRM tools,8,Instructor M,3.65,2022-01-27,20,FALSE,Instructor-led,Medium,1-3 years,Audio Descriptions
C0956,Fundamentals of Financial Analysis,Beginner,33,Spanish,B2B sales; account management; consultative selling,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,Familiarity with CRM tools,10,Instructor A,3.61,2024-01-20,12,FALSE,Self-paced,High,0-1 years,Subtitles
C0957,Advanced Financial Analysis,Beginner,124,Spanish,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,Customer Success,Experience in customer-facing roles,6,Instructor B,4.99,2020-03-20,15,FALSE,Blended,Medium,10+ years,Subtitles
C0958,Mastering Python,Beginner,77,English,lead generation; CRM; prospecting,Improve sales closing skills and objection handling.,Lead Generation,Experience in customer-facing roles,9,Instructor W,3.9,2024-04-25,12,FALSE,Instructor-led,High,3-5 years,None
C0959,Introduction to Python,Beginner,75,Spanish,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Presentation Skills,Experience in customer-facing roles,10,Instructor U,4.77,2023-05-10,4,TRUE,Self-paced,Low,10+ years,None
C0960,Mastering Customer Service,Advanced,62,Korean,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,B2B Sales,Familiarity with CRM tools,9,Instructor E,3.78,2023-08-01,11,TRUE,Instructor-led,Low,5-10 years,Subtitles
C0961,Introduction to SQL,Beginner,165,Spanish,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Lead Generation,Experience in customer-facing roles,8,Instructor Y,4.39,2024-12-20,4,FALSE,Instructor-led,High,1-3 years,Audio Descriptions
C0962,Essentials of Data Visualization,Beginner,109,Korean,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Negotiation,Basic understanding of sales principles,2,Instructor B,4.24,2023-10-25,11,FALSE,Instructor-led,Medium,1-3 years,Audio Descriptions
C0963,Advanced Leadership,Beginner,58,Korean,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Customer Relationship Management,Experience in customer-facing roles,3,Instructor O,4.59,2023-12-01,15,TRUE,Blended,Medium,5-10 years,None
C0964,Introduction to SQL,Beginner,172,German,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Negotiation,Familiarity with CRM tools,2,Instructor U,4.18,2019-09-06,5,FALSE,Self-paced,Medium,1-3 years,Transcripts
C0965,Mastering Data Science,Advanced,88,Spanish,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Customer Relationship Management,None,6,Instructor A,4.28,2019-05-27,6,TRUE,Instructor-led,Medium,1-3 years,Audio Descriptions
C0966,Introduction to Blockchain,Intermediate,118,Korean,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Sales Techniques,Basic understanding of sales principles,8,Instructor B,4.16,2024-12-17,9,FALSE,Self-paced,Medium,1-3 years,Transcripts
C0967,Essentials of Digital Marketing,Beginner,33,French,lead generation; CRM; prospecting,Master lead generation techniques and pipeline management.,Sales Strategy,Experience in customer-facing roles,9,Instructor Q,4.12,2024-09-30,11,FALSE,Blended,High,0-1 years,Transcripts
C0968,Introduction to Software Testing,Intermediate,110,Chinese,sales strategy; pipeline; closing,Understand sales analytics to make data-driven decisions.,Presentation Skills,Familiarity with CRM tools,4,Instructor I,4.35,2023-03-24,10,TRUE,Blended,High,3-5 years,None
C0969,Advanced Data Visualization,Intermediate,63,Korean,B2B sales; account management; consultative selling,Learn to build and manage customer relationships to drive retention.,Retail Sales,Familiarity with CRM tools,3,Instructor E,3.54,2020-04-06,20,FALSE,Instructor-led,Low,1-3 years,Transcripts
C0970,Essentials of SQL,Advanced,42,French,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Customer Relationship Management,Experience in customer-facing roles,3,Instructor A,4,2021-01-28,10,TRUE,Self-paced,Low,1-3 years,None
C0971,Mastering Digital Marketing,Intermediate,59,English,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Customer Relationship Management,Familiarity with CRM tools,3,Instructor J,3.12,2021-02-14,14,FALSE,Instructor-led,Low,3-5 years,Audio Descriptions
C0972,Advanced Artificial Intelligence,Advanced,51,German,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,B2B Sales,Experience in customer-facing roles,4,Instructor G,4.57,2022-07-13,12,FALSE,Instructor-led,High,3-5 years,Subtitles
C0973,Advanced Python,Advanced,34,Chinese,sales; negotiation; customer engagement,Learn to build and manage customer relationships to drive retention.,Customer Relationship Management,Familiarity with CRM tools,8,Instructor O,4.58,2019-11-02,13,TRUE,Self-paced,Medium,5-10 years,None
C0974,Fundamentals of Financial Analysis,Beginner,48,English,sales strategy; pipeline; closing,Learn to build and manage customer relationships to drive retention.,Sales Strategy,Experience in customer-facing roles,3,Instructor W,3.88,2021-07-09,12,TRUE,Blended,Medium,3-5 years,None
C0975,Essentials of Software Testing,Intermediate,150,English,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,Sales Analytics,Basic understanding of sales principles,8,Instructor R,3.66,2021-04-08,12,TRUE,Blended,High,5-10 years,None
C0976,Mastering SQL,Advanced,147,English,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,Familiarity with CRM tools,10,Instructor V,3.18,2024-06-10,5,FALSE,Instructor-led,High,0-1 years,Transcripts
C0977,Mastering Cloud Computing,Beginner,175,Chinese,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,Sales Strategy,Experience in customer-facing roles,4,Instructor N,4.2,2023-01-08,17,TRUE,Self-paced,Medium,5-10 years,Subtitles
C0978,Fundamentals of Statistics,Beginner,48,Chinese,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,Sales Techniques,Experience in customer-facing roles,9,Instructor J,5,2020-01-05,7,FALSE,Instructor-led,High,0-1 years,Subtitles
C0979,Essentials of Marketing,Advanced,171,Korean,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Customer Success,Experience in customer-facing roles,4,Instructor F,4.29,2020-07-31,18,FALSE,Blended,Low,10+ years,Subtitles
C0980,Fundamentals of Data Visualization,Intermediate,63,English,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,None,7,Instructor N,4.27,2024-09-02,7,TRUE,Self-paced,Low,3-5 years,None
C0981,Essentials of Python,Beginner,42,English,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Lead Generation,Experience in customer-facing roles,2,Instructor O,3.24,2020-12-04,9,TRUE,Instructor-led,Low,1-3 years,Transcripts
C0982,Essentials of Machine Learning,Intermediate,101,English,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Lead Generation,Basic understanding of sales principles,6,Instructor W,4.68,2024-01-28,10,TRUE,Instructor-led,Low,0-1 years,Audio Descriptions
C0983,Mastering Python,Beginner,45,Spanish,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Sales Analytics,Experience in customer-facing roles,4,Instructor O,4.14,2020-03-23,5,FALSE,Instructor-led,Low,3-5 years,Audio Descriptions
C0984,Mastering Cybersecurity,Beginner,175,Korean,sales; negotiation; customer engagement,Develop effective negotiation tactics and customer engagement strategies.,Lead Generation,Basic understanding of sales principles,7,Instructor V,3.37,2019-03-02,3,FALSE,Blended,High,5-10 years,Audio Descriptions
C0985,Fundamentals of Machine Learning,Advanced,105,Korean,sales; negotiation; customer engagement,Enhance presentation skills for persuasive product demonstrations.,Sales Analytics,None,7,Instructor E,3.67,2021-11-19,11,FALSE,Instructor-led,High,0-1 years,Transcripts
C0986,Advanced Customer Service,Intermediate,167,English,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Sales Techniques,None,4,Instructor L,3.05,2023-07-10,10,TRUE,Instructor-led,Medium,5-10 years,Audio Descriptions
C0987,Fundamentals of Digital Marketing,Advanced,91,Spanish,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Sales Strategy,None,8,Instructor B,3.55,2023-10-25,17,TRUE,Blended,Low,1-3 years,Audio Descriptions
C0988,Essentials of Machine Learning,Beginner,170,Spanish,sales analytics; forecasting; KPIs,Learn to build and manage customer relationships to drive retention.,Sales Analytics,Basic understanding of sales principles,4,Instructor R,3.6,2019-07-14,13,FALSE,Instructor-led,Medium,0-1 years,Subtitles
C0989,Fundamentals of DevOps,Intermediate,115,Spanish,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Sales Techniques,Experience in customer-facing roles,4,Instructor X,3.52,2019-02-09,4,FALSE,Self-paced,Low,1-3 years,Audio Descriptions
C0990,Essentials of Python,Beginner,89,English,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Sales Techniques,Experience in customer-facing roles,2,Instructor E,4.75,2022-09-07,12,FALSE,Instructor-led,Low,3-5 years,Transcripts
C0991,Mastering Python,Advanced,124,Korean,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Sales Strategy,Basic understanding of sales principles,4,Instructor F,3.37,2023-11-28,13,FALSE,Self-paced,Low,0-1 years,Subtitles
C0992,Fundamentals of Project Management,Beginner,116,Korean,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,Lead Generation,Experience in customer-facing roles,7,Instructor B,3.92,2023-11-30,12,TRUE,Self-paced,Medium,1-3 years,Transcripts
C0993,Essentials of Digital Marketing,Advanced,42,Spanish,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,B2B Sales,None,2,Instructor M,3.27,2022-03-25,9,FALSE,Self-paced,Low,0-1 years,Subtitles
C0994,Fundamentals of Python,Intermediate,62,English,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Sales Analytics,Experience in customer-facing roles,3,Instructor R,4.46,2022-05-13,6,TRUE,Instructor-led,High,0-1 years,Transcripts
C0995,Fundamentals of Machine Learning,Intermediate,92,Spanish,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,Sales Strategy,None,3,Instructor B,3.87,2019-08-31,16,FALSE,Blended,Low,10+ years,None
C0996,Mastering Statistics,Advanced,45,English,sales; negotiation; customer engagement,Develop effective negotiation tactics and customer engagement strategies.,Sales Strategy,Familiarity with CRM tools,5,Instructor P,4.53,2024-08-13,11,TRUE,Self-paced,High,5-10 years,Audio Descriptions
C0997,Essentials of Agile Development,Advanced,125,Korean,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Sales Strategy,Basic understanding of sales principles,4,Instructor K,4.22,2022-09-05,3,TRUE,Blended,Medium,1-3 years,Subtitles
C0998,Advanced Customer Service,Intermediate,110,Spanish,sales strategy; pipeline; closing,Learn to build and manage customer relationships to drive retention.,Presentation Skills,None,10,Instructor I,4.5,2021-01-22,4,TRUE,Blended,High,1-3 years,Transcripts
C0999,Fundamentals of Cybersecurity,Intermediate,54,English,customer retention; relationship management; loyalty,Learn to build and manage customer relationships to drive retention.,Negotiation,Basic understanding of sales principles,5,Instructor A,4.91,2023-08-23,19,FALSE,Self-paced,Low,3-5 years,Subtitles
C1000,Mastering DevOps,Intermediate,86,Korean,sales; negotiation; customer engagement,Develop effective negotiation tactics and customer engagement strategies.,Customer Success,Experience in customer-facing roles,10,Instructor Z,3.11,2024-01-22,13,TRUE,Self-paced,High,0-1 years,None
C1001,Advanced Agile Development,Intermediate,41,Korean,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Lead Generation,Familiarity with CRM tools,7,Instructor L,3.52,2024-11-02,8,TRUE,Instructor-led,Medium,5-10 years,Transcripts
C1002,Mastering Python,Beginner,53,Spanish,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,B2B Sales,Familiarity with CRM tools,4,Instructor D,4.81,2020-12-01,5,FALSE,Self-paced,High,1-3 years,None
C1003,Fundamentals of Python,Advanced,54,Chinese,lead generation; CRM; prospecting,Develop effective negotiation tactics and customer engagement strategies.,Customer Relationship Management,None,10,Instructor R,3.54,2019-12-01,13,FALSE,Instructor-led,Low,1-3 years,None
C1004,Essentials of Machine Learning,Beginner,42,Spanish,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Sales Strategy,Familiarity with CRM tools,4,Instructor Q,3.9,2024-05-18,8,FALSE,Instructor-led,Low,5-10 years,Transcripts
C1005,Mastering SQL,Beginner,30,English,sales strategy; pipeline; closing,Learn to build and manage customer relationships to drive retention.,B2B Sales,Familiarity with CRM tools,5,Instructor E,3.13,2020-09-28,4,FALSE,Instructor-led,Medium,1-3 years,Audio Descriptions
C1006,Advanced UX Design,Advanced,164,French,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Customer Relationship Management,Basic understanding of sales principles,2,Instructor V,3.07,2020-06-02,3,TRUE,Blended,Low,1-3 years,Audio Descriptions
C1007,Advanced Leadership,Beginner,63,French,sales; negotiation; customer engagement,Master lead generation techniques and pipeline management.,Lead Generation,Experience in customer-facing roles,7,Instructor W,4.81,2021-03-05,4,TRUE,Self-paced,Medium,0-1 years,Subtitles
C1008,Fundamentals of Financial Analysis,Intermediate,80,English,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Sales Analytics,None,9,Instructor L,4.06,2023-06-18,6,TRUE,Self-paced,High,3-5 years,Transcripts
C1009,Introduction to Software Testing,Intermediate,48,Chinese,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,Lead Generation,Familiarity with CRM tools,2,Instructor I,3.69,2021-10-12,20,FALSE,Blended,Medium,5-10 years,Transcripts
C1010,Essentials of Leadership,Beginner,81,English,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Customer Success,None,8,Instructor R,3.04,2023-02-18,16,FALSE,Self-paced,Medium,10+ years,None
C1011,Introduction to Leadership,Advanced,161,Chinese,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Presentation Skills,None,6,Instructor U,4.93,2019-05-29,17,FALSE,Self-paced,High,1-3 years,Transcripts
C1012,Essentials of Cybersecurity,Intermediate,118,English,sales analytics; forecasting; KPIs,Develop effective negotiation tactics and customer engagement strategies.,Sales Techniques,Basic understanding of sales principles,4,Instructor M,4.87,2020-07-05,16,TRUE,Instructor-led,Low,0-1 years,Transcripts
C1013,Advanced Financial Analysis,Advanced,117,French,customer retention; relationship management; loyalty,Develop effective negotiation tactics and customer engagement strategies.,Customer Success,Experience in customer-facing roles,10,Instructor Q,3.84,2019-06-10,20,FALSE,Blended,High,0-1 years,None
C1014,Advanced Leadership,Advanced,109,French,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Lead Generation,Experience in customer-facing roles,7,Instructor Z,4.46,2021-09-07,7,FALSE,Self-paced,Medium,1-3 years,Audio Descriptions
C1015,Advanced Machine Learning,Beginner,92,Spanish,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,Customer Relationship Management,Basic understanding of sales principles,7,Instructor V,3.51,2024-12-06,18,FALSE,Instructor-led,High,5-10 years,Audio Descriptions
C1016,Mastering Digital Marketing,Advanced,174,French,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Sales Techniques,Experience in customer-facing roles,6,Instructor X,3.4,2022-10-06,9,FALSE,Instructor-led,Medium,3-5 years,None
C1017,Mastering Data Visualization,Intermediate,158,Chinese,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,Sales Techniques,Experience in customer-facing roles,4,Instructor K,3.93,2022-03-15,14,TRUE,Blended,Low,0-1 years,Audio Descriptions
C1018,Fundamentals of Software Testing,Advanced,52,Spanish,B2B sales; account management; consultative selling,Develop effective negotiation tactics and customer engagement strategies.,Customer Success,Experience in customer-facing roles,8,Instructor M,4.22,2022-05-22,17,TRUE,Self-paced,Low,10+ years,Audio Descriptions
C1019,Advanced Leadership,Intermediate,180,English,customer retention; relationship management; loyalty,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,None,6,Instructor U,3.23,2021-03-11,10,TRUE,Self-paced,Medium,1-3 years,Audio Descriptions
C1020,Introduction to UX Design,Intermediate,175,Chinese,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,B2B Sales,Basic understanding of sales principles,10,Instructor U,3.45,2020-05-14,18,FALSE,Self-paced,Low,1-3 years,Audio Descriptions
C1021,Mastering Machine Learning,Beginner,172,Spanish,sales; negotiation; customer engagement,Understand sales analytics to make data-driven decisions.,Negotiation,None,4,Instructor N,4.7,2024-09-01,17,FALSE,Blended,High,0-1 years,Subtitles
C1022,Mastering Marketing,Beginner,71,French,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,Presentation Skills,Familiarity with CRM tools,9,Instructor O,4.05,2024-01-30,7,FALSE,Blended,Medium,10+ years,Transcripts
C1023,Mastering UX Design,Beginner,58,Spanish,lead generation; CRM; prospecting,Learn to build and manage customer relationships to drive retention.,Sales Techniques,Experience in customer-facing roles,3,Instructor A,4.72,2023-02-14,13,TRUE,Self-paced,Low,3-5 years,Transcripts
C1024,Introduction to Leadership,Intermediate,77,Spanish,sales strategy; pipeline; closing,Master lead generation techniques and pipeline management.,B2B Sales,Basic understanding of sales principles,6,Instructor H,3.14,2020-05-20,9,FALSE,Blended,High,1-3 years,None
C1025,Introduction to SQL,Beginner,61,Korean,B2B sales; account management; consultative selling,Improve sales closing skills and objection handling.,Sales Strategy,Experience in customer-facing roles,2,Instructor T,4.09,2021-02-02,18,TRUE,Self-paced,High,10+ years,Audio Descriptions
C1026,Advanced UX Design,Beginner,73,Korean,sales strategy; pipeline; closing,Develop effective negotiation tactics and customer engagement strategies.,Customer Relationship Management,Familiarity with CRM tools,6,Instructor L,3.92,2024-04-24,10,FALSE,Self-paced,Low,5-10 years,None
C1027,Essentials of Project Management,Intermediate,38,Chinese,sales analytics; forecasting; KPIs,Learn to build and manage customer relationships to drive retention.,Customer Relationship Management,Experience in customer-facing roles,10,Instructor F,3.33,2023-05-13,18,TRUE,Self-paced,Low,1-3 years,Subtitles
C1028,Introduction to Marketing,Intermediate,61,Korean,B2B sales; account management; consultative selling,Master lead generation techniques and pipeline management.,Negotiation,Familiarity with CRM tools,10,Instructor U,4.7,2021-01-19,5,FALSE,Blended,Medium,0-1 years,Audio Descriptions
C1029,Mastering DevOps,Beginner,113,Chinese,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Sales Techniques,Basic understanding of sales principles,4,Instructor E,3.92,2020-10-23,19,TRUE,Self-paced,High,1-3 years,Audio Descriptions
C1030,Fundamentals of Leadership,Advanced,174,Korean,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Sales Techniques,Experience in customer-facing roles,8,Instructor F,4.3,2022-10-14,9,FALSE,Self-paced,Medium,0-1 years,None
C1031,Introduction to Cybersecurity,Advanced,59,German,sales; negotiation; customer engagement,Master lead generation techniques and pipeline management.,Negotiation,Basic understanding of sales principles,5,Instructor A,3.12,2024-06-11,13,TRUE,Instructor-led,Low,10+ years,Audio Descriptions
C1032,Introduction to Leadership,Advanced,48,Korean,sales analytics; forecasting; KPIs,Master lead generation techniques and pipeline management.,Sales Techniques,Basic understanding of sales principles,8,Instructor H,4.61,2024-04-23,14,FALSE,Instructor-led,High,3-5 years,None
C1033,Fundamentals of Data Science,Intermediate,94,German,sales analytics; forecasting; KPIs,Understand sales analytics to make data-driven decisions.,Sales Strategy,None,6,Instructor C,3.1,2019-11-14,13,FALSE,Instructor-led,Low,5-10 years,Subtitles
C1034,Mastering Statistics,Advanced,84,German,sales analytics; forecasting; KPIs,Learn to build and manage customer relationships to drive retention.,Sales Analytics,Basic understanding of sales principles,9,Instructor Z,3.4,2019-01-03,7,TRUE,Self-paced,Medium,10+ years,Subtitles
C1035,Essentials of Project Management,Advanced,157,English,sales analytics; forecasting; KPIs,Enhance presentation skills for persuasive product demonstrations.,Negotiation,Basic understanding of sales principles,5,Instructor Y,3.33,2023-10-28,15,FALSE,Blended,High,0-1 years,None
C1036,Essentials of Data Science,Advanced,151,Korean,sales strategy; pipeline; closing,Improve sales closing skills and objection handling.,Presentation Skills,Basic understanding of sales principles,3,Instructor Z,4.51,2021-01-29,7,FALSE,Instructor-led,High,10+ years,None
C1037,Essentials of Artificial Intelligence,Advanced,166,German,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,B2B Sales,None,6,Instructor G,3.41,2020-04-17,5,FALSE,Instructor-led,Low,10+ years,Audio Descriptions
C1038,Advanced SQL,Beginner,67,English,lead generation; CRM; prospecting,Understand sales analytics to make data-driven decisions.,B2B Sales,Experience in customer-facing roles,9,Instructor Z,4.76,2023-03-29,11,FALSE,Blended,Medium,5-10 years,None
C1039,Introduction to Python,Beginner,65,Chinese,sales analytics; forecasting; KPIs,Improve sales closing skills and objection handling.,Negotiation,Basic understanding of sales principles,8,Instructor P,3.48,2023-07-01,12,FALSE,Instructor-led,Medium,10+ years,None
C1040,Mastering UX Design,Intermediate,139,French,customer retention; relationship management; loyalty,Master lead generation techniques and pipeline management.,Sales Analytics,Basic understanding of sales principles,5,Instructor L,4.97,2022-07-13,10,FALSE,Self-paced,High,5-10 years,Audio Descriptions
C1041,Mastering Statistics,Advanced,77,Chinese,B2B sales; account management; consultative selling,Understand sales analytics to make data-driven decisions.,Sales Strategy,None,8,Instructor H,3.05,2022-08-08,9,TRUE,Instructor-led,High,5-10 years,Subtitles
C1042,Fundamentals of SQL,Intermediate,58,Korean,customer retention; relationship management; loyalty,Improve sales closing skills and objection handling.,Sales Techniques,Experience in customer-facing roles,6,Instructor H,3.93,2019-11-17,13,FALSE,Blended,High,5-10 years,Audio Descriptions
C1043,Mastering Software Testing,Intermediate,102,Chinese,sales; negotiation; customer engagement,Improve sales closing skills and objection handling.,Customer Success,Basic understanding of sales principles,6,Instructor X,4.08,2021-06-25,12,FALSE,Instructor-led,High,0-1 years,None
